,nome_fantasia,cnpj_basico,cnpj_ordem,cnpj_dv,cnae_princ,cnaes_sec,uf,municipio,porte,4661300,4683400,4530704,3314711,3314712,4619200
397593,AGROHENRI TECNOLOGIA AGRICOLA,41068467,1,50,4661300,"3314711,3329599,3702900,4120400,4292801,4330404,4399199,4530703,4614100,4744001,4789099",MT,9763,Parceiros,1,0,0,1,0,0
399154,MAXXICASE,5380321,1,82,4661300,"4662100,4732600,4744001,4781400,4729699,2950600,3314711,4614100,4530705,7731400,7719599",MT,9185,Parceiros,1,0,0,1,0,0
399670,,1335050,2,73,4661300,3314711,PR,7607,Parceiros,1,0,0,1,0,0
401056,AGROMAQ,5908277,1,30,4661300,"4930202,4520001,4530703,4785799,4692300",GO,9325,Parceiros,1,0,0,0,0,0
401723,AGRITEX,6098802,1,62,4661300,"0161001,0161003,2212900,3314712,4511101,4511102,4520001,4520003,4520004,4520006,4520007,4530701,4530703,4530705,4618499,4622200,4623103,4623106,4623199,4632001,4683400",MT,9191,Parceiros,1,1,0,0,1,0
402498,SHARK TRATORES,47390307,19,39,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",MS,9107,Parceiros,1,0,0,1,0,1
402499,SHARK TRATORES,47390307,28,20,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",MS,9787,Parceiros,1,0,0,1,0,1
402500,,47390307,26,68,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",MS,9051,Parceiros,1,0,0,1,0,1
402606,DHL,84944297,2,14,4661300,"7490104,4520001,4614100,4520002,4530703,7319002",PR,7435,Parceiros,1,0,0,0,0,0
403239,CAMAGRIL,76075118,1,40,4661300,"4619200,2950600,3314711,4732600",PR,7493,Parceiros,1,0,0,1,0,1
403954,BONANZA,3090732,1,8,4683400,"0141501,4789002,0115600,0111302,0111303,0111399,4623108,4661300,4611700,4614100",RS,8727,Parceiros,1,1,0,0,0,0
404433,REDEMAQ-REAL DISTRIBUIDORA DE MAQUINAS AGRICOLAS LTDA,88594544,6,84,4661300,"4530701,4530703,4530704,4681805,4732600,4530705,4520001",RS,8863,Parceiros,1,0,1,0,0,0
405291,PIAZZA TRATORES.,83085522,1,60,4661300,"4683400,4789002,4623109,4612500,4789004,3314711,3314712,4930202",SC,8081,Parceiros,1,1,0,1,1,0
405405,RW COMERCIO DE PECAS,84801554,1,88,4661300,,PR,7541,Parceiros,1,0,0,0,0,0
405713,LIDER TRATORES,88397435,1,62,4661300,"3314711,3314712,4512902,4530701,4530702,4619200,4622200,4683400,4692300,4729699,4771704,4781400,4789002,4930201,4930203,7731400",RS,8559,Parceiros,1,1,0,1,1,1
405731,,88502760,1,48,4661300,"4614100,4732600,3314711,3314712",RS,8777,Parceiros,1,0,0,1,1,0
408262,ARAGUAIA AGRICOLA LTDA,73643959,1,19,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,9907,Parceiros,1,0,1,0,1,0
408650,,7247692,1,16,4661300,"4619200,3314710",RS,8841,Parceiros,1,0,0,0,0,1
408975,,827383,2,57,4661300,"3314711,3314712,3321000,4520001",PR,7659,Parceiros,1,0,0,1,1,0
409052,,77310589,8,25,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7569,Parceiros,1,0,0,0,0,1
410140,,7540061,1,90,4661300,"4789099,4669999,3314712,3314711,4930202",PR,7583,Parceiros,1,0,0,1,1,0
411615,AGROMAX,10627815,1,59,4661300,"3314712,4530703,4614100,4744001",PA,415,Parceiros,1,0,0,0,1,0
411747,SOLO & PLANTA AGRONEGOCIOS,10991439,1,87,4683400,"4611700,4623106,4632001",MG,4385,Parceiros,0,1,0,0,0,0
411795,NOVA HOLANDA - TRATORES E IMPLEMENTOS,11069897,1,26,4661300,"4520001,4512901,7731400",MG,5401,Parceiros,1,0,0,0,0,0
411870,PARECIS MAQUINAS AGRICOLAS,11130959,4,0,4661300,"4732600,2950600,2539001,4512901,3314711",MT,9069,Parceiros,1,0,0,1,0,0
412362,,8479089,2,3,4661300,"3314712,4512902,4520005,4614100,4732600,6463800,7490104,7719599,7820500,8599601",SP,7245,Parceiros,1,0,0,0,1,0
412607,ACF MAQUINAS,13067826,1,10,4661300,"4681805,4530705,3314701,0161099,4623199,4639701",MT,9777,Parceiros,1,0,0,0,0,0
412680,"AGROSYSTEM COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",61211470,3,50,4661300,"4789099,2651500,2733300,2833000,2790299,3321000,8599604",MT,9151,Parceiros,1,0,0,0,0,0
412702,,33365180,3,26,4661300,"4732600,4741500,4530705,4520001,4512901",GO,9459,Parceiros,1,0,0,0,0,0
412925,CPA MAQUINAS,89286116,39,15,4661300,"4683400,3314711",RS,962,Parceiros,1,1,0,1,0,0
413141,,13563680,5,27,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9185,Parceiros,1,1,0,0,0,0
413142,AGRO AMAZONIA,13563680,13,37,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9177,Parceiros,1,1,0,0,0,0
414304,,13563680,22,28,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9819,Parceiros,1,1,0,0,0,0
414313,SHARK TRATORES,47390307,31,25,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",MS,9165,Parceiros,1,0,0,1,0,1
414515,SUPREMA MAQUINAS,15671525,2,7,4661300,"4732600,3314711,7490104,4781400,4782201",MT,9929,Parceiros,1,0,0,1,0,0
414973,EQUAGRIL,77310589,28,79,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",SC,8199,Parceiros,1,0,0,0,0,1
415107,MICK MAQUINAS E IMPLEMENTOS AGRICOLAS,18599925,1,66,4661300,"3314711,3314712,4530702,4530705,4614100,4681805,4683400,4732600",MT,9909,Parceiros,1,1,0,1,1,0
415441,MAMORE MAQUINAS AGRICOLAS,19614838,2,84,4661300,"4662100,4732600,4744001,4781400,4729699,2950600,3314711,4614100,4530705,7731400,7719599",RO,13,Parceiros,1,0,0,1,0,0
415725,CENTRAL MAQUINAS AGRICOLAS,54718481,5,28,4661300,"3314712,3314711,7490104,4732600,4530705,4512901,4782201,4781400",SP,6189,Parceiros,1,0,0,1,1,0
415761,DHL - TRATORES,84944297,8,0,4661300,"4530703,4520001",PR,7623,Parceiros,1,0,0,0,0,0
415823,WEBER AGRICULTURE,21139083,1,74,4661300,"3314711,9511800,0161099,0163600",MT,9925,Parceiros,1,0,0,1,0,0
416417,,45942349,15,86,4661300,"4520001,4512901",SP,7009,Parceiros,1,0,0,0,0,0
416535,COOPERCITRUS,45236791,118,0,4683400,"0161003,1081301,4520001,4530703,4530705,4621400,4623101,4623109,4644302,4649499,4661300,4744001,4753900,4755503,4759899,4763602,4763604,4781400,4782201,4789004,4789005,4789099,5211799,7120100,7490103,7490104,7500100,8230001",MG,4561,Parceiros,1,1,0,0,0,0
416564,COOPERCITRUS,45236791,131,70,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,6969,Parceiros,1,0,0,1,0,0
416657,LF MAQUINAS,23834305,1,2,4661300,"3314711,3811400,4930202,5212500",PR,7523,Parceiros,1,0,0,1,0,0
417352,COPERY,20090149,3,88,4632001,"0141501,0141502,0161001,0163600,0210107,0230600,2539001,4520001,4520003,4530703,4622200,4623106,4623108,4623199,4633801,4661300,4672900,4679699,4683400,4692300,4731800,4744001,4744099,4771704,4781400,4789002,4930201,4930202,5211701,5211799,5229099,6612604,6622300,7490103",SC,8093,Parceiros,1,1,0,0,0,0
417858,AGROISA TECNOLOGIA AGRICOLA,33848116,1,34,4742300,"3314711,4530703,4661300,4669999,4752100,4789099,7731400,9512600",SP,6465,Parceiros,1,0,0,1,0,0
418285,MATRA,3682747,1,65,4511101,"3314711,3314712,4520001,4530703,4530705,4541203,4661300,4732600",MS,9073,Parceiros,1,0,0,1,1,0
418467,,6921384,1,61,4642702,"1340599,1354500,1413401,1813001,1813099,1822901,3292202,4330499,4530703,4530705,4541206,4641902,4641903,4647801,4649401,4649499,4651601,4651602,4652400,4661300,4732600,4741500,4742300,4743100,4744001,4744002,4744003,4744004,4744005,4744006,4744099,4751201,4751202,4752100,4753900,4754701,4754702,4754703,4755501,4755502,4755503,4756300,4757100,4759801,4759899,4761001,4761002,4761003,4762800,4763601,4763602,4763603,4763604,4781400,4782201,4782202,4783102,4789001,4789003,4789007,4789008,4789099,7312200,7721700,7729202,7739003,8219901,8230001,9529102",MG,5403,Parceiros,1,0,0,0,0,0
418541,,89800502,9,68,4789099,"2212900,3314711,3314712,4511101,4511102,4511103,4520001,4530701,4530703,4530705,4541204,4541206,4618499,4661300,4662100,4686902,4689399,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8531,Parceiros,1,0,0,1,1,0
418627,,90063736,1,0,4789099,"3314711,3314712,4614100,4619200,4661300,4669999,4689399",RS,8791,Parceiros,1,0,0,1,1,1
418707,,92242122,1,2,4530701,"2833000,4661300,3314712,4619200",RS,8591,Parceiros,1,0,0,0,1,1
418751,CONSTRUTETO - CONSTRUAGRO,6074630,1,97,2330301,"2330302,4120400,4213800,4313400,4399103,4614100,4661300,4744099,7719599,7732201",PA,573,Parceiros,1,0,0,0,0,0
418777,,90063736,3,63,4789099,"3314712,4619200,4649499,4661300,4669999,4689399,5250801",RS,8569,Parceiros,1,0,0,0,1,1
418797,,89800502,8,87,4789099,"2212900,3314711,3314712,4511101,4511102,4511103,4520001,4530701,4530703,4530705,4541204,4541206,4618499,4661300,4662100,4686902,4689399,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8869,Parceiros,1,0,0,1,1,0
418798,,89842686,3,33,4789099,"4520001,4530701,4530703,4619200,4623106,4632001,4661300,4683400,4729699,4930202,4930203,5211701,7020400",RS,8953,Parceiros,1,1,0,0,0,1
418859,,3060727,1,52,4789099,"0161099,2829199,2833000,2950600,3314711,3314712,4520001,4520002,4520003,4520005,4530702,4530703,4530705,4661300,4669999,4731800,4732600,4930202,6463800,6491300,7020400,8299799",RS,8841,Parceiros,1,0,0,1,1,0
418983,UNIVERSO AGRICOLA,9433075,1,30,4618499,"4683400,7490103,4661300,4623109,4771704,4623106,4681805,4744099,5250803,4930202,4619200,4789002,4789004,1066000",RS,5965,Parceiros,1,1,0,0,0,1
419033,AGROPECAS II,10789267,1,63,4789099,"4661300,4614100",GO,9641,Parceiros,1,0,0,0,0,0
419046,,8164344,1,48,1071600,"0113000,0161003,1931400,3511501,3513100,4530701,4611700,4612500,4637102,4661300,4681801,4681805,5211799,5250802,5250804,7020400,7210000,7490103,7731400",MG,4683,Parceiros,1,0,0,0,0,0
419154,MARKA VEICULOS LTDA.,53165106,10,0,4511104,"4511106,4511102,4520001,4520007,4530701,4530703,4661300,4669999,4789099,4520002",SP,6847,Parceiros,1,0,0,0,0,0
419159,TECMAQ,13383768,1,33,4511101,"3314712,4512901,4512902,4520001,4530703,4661300,7711000,7731400",AL,2785,Parceiros,1,0,0,0,1,0
419267,A RURALISTA COMERCIO DE PRODUTOS AGROPECUARIOS,4885819,6,49,4692300,"4683400,4623109,4644302,4618499,4623106,4642702,4789002,3314711,4742300,4661300,4771704",MT,9177,Parceiros,1,1,0,1,0,0
419667,,3060727,9,0,4789099,"3314711,3314712,4614100,4661300",RS,8869,Parceiros,1,0,0,1,1,0
419691,TRACAN,2949160,10,6,4789099,"3314711,3314712,3314716,3314717,3321000,4313400,4530706,4661300,4662100,4669999,4930202,7731400,8599604",MG,4683,Parceiros,1,0,0,1,1,0
420421,,8070508,158,76,1071600,"1931400,0113000,6810202,4623106,7490199,4618499,6463800,4662100,4520001,4681801,4681805,3513100,3530100,3511501,2099199,0159899,4612500,4683400,0161003,4789099,3314705,3319800,1065101,5211799",SP,6259,Parceiros,0,1,0,0,0,0
420598,AGROSALTO,1694099,1,31,4622200,"0111302,0115600,0163600,4623199,4683400,4692300,4930201,4930202,5211701,5211799,7740300",PR,7493,Parceiros,0,1,0,0,0,0
420719,,2635522,1,95,1071600,"0113000,0139306,0161003,0210101,1031700,1052000,1066000,1092900,1093702,1099699,1931400,2052500,2062200,2063100,3511501,4639701,4683400,4731800,7490103",GO,9371,Parceiros,0,1,0,0,0,0
421340,AGREGARE SOLUCOES AMBIENTAIS,10295720,1,85,3839401,"0111302,0115600,0141502,0161003,0210101,0210106,0210108,2013401,2013402,2029100,2330301,4611700,4683400,4930202",PR,7493,Parceiros,0,1,0,0,0,0
432714,TECSOLO TRANSPORTES,19204689,1,2,4930202,"0161099,4313400,4520001,4530704",MS,9011,Parceiros,0,0,1,0,0,0
434108,AGROSER,2637401,4,25,4789099,"4614100,3314711,7490199,4930202",RS,8507,Parceiros,0,0,0,1,0,0
434496,GARCIA SERVICOS AGROPECUARIOS,36144039,1,20,161003,"3314701,3314711,4930201",RS,8795,Parceiros,0,0,0,1,0,0
435284,VASCONCELOS AGRICOLA,93436632,1,83,4789099,"3314711,4618499,4632001,4930202,4930203,5211799,6810202",RS,8559,Parceiros,0,0,0,1,0,0
435356,TRATORCASE,8641686,3,73,4789099,3314711,PR,7657,Parceiros,0,0,0,1,0,0
435375,TRATORCASE,8641686,4,54,4789099,3314711,PR,5459,Parceiros,0,0,0,1,0,0
435555,MONTEIRO REPRESENTACOES,18317403,1,24,4614100,"3314711,4612500,7319002,7490103",SE,3157,Parceiros,0,0,0,1,0,0
435585,CARBONI MAQUINAS AGRICOLAS LTDA,10331054,11,65,4789099,"4530703,4732600,3314711,3314712,4512901,4930201",SC,8069,Parceiros,0,0,0,1,1,0
436270,TERRARADA,3292919,1,94,4530703,3314712,GO,9633,Parceiros,0,0,0,0,1,0
443646,,21346829,2,0,4661300,"3314711,3314712,4614100,4619200",MT,9871,Parceiros,1,0,0,1,1,1
443708,COOPERCITRUS,45236791,79,51,4661300,"0161003,0161099,3314711,3321000,4520001,4530703,4530705,4614100,4744001,4753900,4755503,4759899,4763602,4763604,4781400,4782201,4789004,4789005,4789099,5211799,7112000,7490103,7731400,8230001,8599604",MG,4683,Parceiros,1,0,0,1,0,0
443874,COOPERCITRUS,45236791,134,12,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,6141,Parceiros,1,0,0,1,0,0
443999,DHL,84944297,9,90,4661300,"4530703,4520001,4614100,7319002,7490104",SP,6547,Parceiros,1,0,0,0,0,0
444003,PULVERIZZA,20934350,1,32,3314711,"2833000,3321000,4789099",RS,8755,Parceiros,0,0,0,1,0,0
444064,SOLO TRATORES,13214554,1,33,4661300,"3314711,3314712,3314716,4614100,4732600",MG,4079,Parceiros,1,0,0,1,1,0
444520,,26677742,1,40,4661300,"3314712,4614100,4681805,4781400,4789001,6619399,7731400,7739099",TO,9385,Parceiros,1,0,0,0,1,0
445323,,45236791,186,43,4683400,"0161003,4530703,4530705,4623101,4623106,4623109,4644302,4649499,4661300,4744001,4753900,4755503,4759899,4763602,4763604,4781400,4782201,4789004,4789005,4789099,5211701,5211799,7120100,7490103,7490104,7500100,8211300,8230001",SP,7245,Parceiros,1,1,0,0,0,0
445573,,11492141,6,8,4661300,"3314710,3314711,3314712,4663000,4744001,7490104",PR,7493,Parceiros,1,0,0,1,1,0
445917,MASTER AGRO MANUTENCAO,31004018,1,95,4661300,"3314711,4614100,8211300",MT,8985,Parceiros,1,0,0,1,0,0
445987,AGRO AMAZONIA,13563680,31,19,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,8999,Parceiros,1,1,0,0,0,0
446006,XINGU MAQUINAS E IMPLEMENTOS AGRICOLAS,21174220,4,54,4661300,"4520001,4614100,4681805",MT,131,Parceiros,1,0,0,0,0,0
446117,DGPS TECNOLOGIA AGRICOLA,31619213,1,20,3314711,,PR,7563,Parceiros,0,0,0,1,0,0
447109,JF IMPLEMENTOS,34442058,1,7,4661300,"3314711,4614100,4789099",SC,8207,Parceiros,1,0,0,1,0,0
447511,RACINE TRATORES,2210106,5,79,4661300,"3314711,3314712,3314716,3314717,3314799,4520001,4669999,4789099,7490104,7719599,7731400",MG,5029,Parceiros,1,0,0,1,1,0
447755,,54718481,8,70,4661300,"3314711,3314712,4511102,4512901,4530705,4732600,4781400,4782201,7490104",SP,6547,Parceiros,1,0,0,1,1,0
449423,NEW AGRO - SOLUCOES EM AGRICULTURA DE PRECISAO,31036662,1,45,3314711,"3314712,4520001,4520003,4530703,4757100,6209100",RS,8863,Parceiros,0,0,0,1,1,0
451816,CASA CASTRO,3649659,1,61,4661300,"4520001,4530703,4530705,4683400,4744001,4789002,7319002",GO,9269,Parceiros,1,1,0,0,0,0
451915,,2002549,1,40,4661300,3314711,PR,7563,Parceiros,1,0,0,1,0,0
452161,,827383,4,19,4661300,"3314711,3314712,3321000,4520001",PR,7425,Parceiros,1,0,0,1,1,0
452377,,827383,3,38,4661300,"3314711,3314712,3321000,4520001",PR,7623,Parceiros,1,0,0,1,1,0
452870,,7434474,2,71,4661300,"4732600,3314711,2950600,4512901,2539001",MT,9819,Parceiros,1,0,0,1,0,0
455242,,45236791,52,31,4661300,"0161003,0161099,3314711,3321000,4520001,4530703,4530705,4614100,4744001,4753900,4755503,4759899,4763602,4763604,4781400,4782201,4789004,4789005,4789099,5211799,7112000,7490103,7731400,8230001,8599604",MG,5403,Parceiros,1,0,0,1,0,0
455266,,45942349,2,61,4661300,"4512901,4520001",SP,6547,Parceiros,1,0,0,0,0,0
455267,IGARAPE,45942349,9,38,4661300,"4512901,4520001",SP,6857,Parceiros,1,0,0,0,0,0
455341,SHARK TRATORES,47390307,18,58,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",MS,9073,Parceiros,1,0,0,1,0,1
455441,,49591290,4,27,4661300,"4512901,4520001,4530703",SP,6317,Parceiros,1,0,0,0,0,0
456186,METROPOLITANA,76429315,1,10,4661300,"4614100,3314711,3314712,7490104",PR,7493,Parceiros,1,0,0,1,1,0
457020,TRIAMAQ,22686414,1,59,4661300,"4669999,3314711,2811900,3313901",MG,5403,Parceiros,1,0,0,1,0,0
457980,,81584278,1,55,4683400,"4692300,4632001,5211799,7490103,4661300,4753900,4744099,4530705,4520001,4520003,4520005,4930202,4742300,4771704,1066000,4623109,4751201,1012101,1013901,1013902,4711302,5620104,5611201,4731800,4732600,4930203,4729602,4644302,4672900,4642702,4649401,4679699,4623106,0155505,0155503,4633802,4623199,8211300,7210000,8230001,7490104,0115600,0111302,0111303,0111399",PR,7683,Parceiros,1,1,0,0,0,0
459219,PALMITRAC,88502760,6,52,4661300,"4614100,4732600,3314711,3314712",RS,8667,Parceiros,1,0,0,1,1,0
459596,MAXUM,2227267,1,41,4661300,"3314711,3314712,3314716,4512901,4520001,4520002,4520003,4530703,4530705,4611700,4619200,4622200,4623103,4623199,4732600,4763601,4781400,4782201,4930201,4930202,7731400,8599699",BA,1112,Parceiros,1,0,0,1,1,1
461891,COOPERCITRUS,45236791,35,30,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,6555,Parceiros,1,0,0,1,0,0
461908,ARAGUAIA AGRICOLA LTDA,73643959,2,8,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,9925,Parceiros,1,0,1,0,1,0
462711,MOI MAQUINAS E IMPLEMENTOS,2942362,1,27,4661300,"3314711,3314712,4511102,4511104,4530703,4530704,4530705,4530706,4612500,4614100,4732600,4744099,4781400,4930202,7731400",TO,9559,Parceiros,1,0,1,1,1,0
463380,PARK,8703302,1,38,4661300,,MG,4961,Parceiros,1,0,0,0,0,0
464699,PARECIS MAQUINAS AGRICOLAS,11130959,2,49,4661300,"4732600,2950600,2539001,4512901,3314711",MT,9777,Parceiros,1,0,0,1,0,0
465368,FUTURA AGRICULTURE,12843190,1,98,4661300,"2833000,3314711",MT,9151,Parceiros,1,0,0,1,0,0
465739,AGRIMUS COMERCIO E REPRESENTACOES,13876518,1,35,4661300,"4520001,4530705,4623108,4632003,4732600,4744001",MT,9069,Parceiros,1,0,0,0,0,0
466171,AGROPARTS-RO MAQUINAS E IMPLEMENTOS AGRICOLA,15186916,1,55,4661300,4662100,RO,13,Parceiros,1,0,0,0,0,0
466614,MAQSUL,14754062,1,1,4661300,"4744001,4732600,3314712",PR,7671,Parceiros,1,0,0,0,1,0
466618,AGRICOLA RONCADOR,14793824,1,70,4661300,"4683400,4614100,4611700,4732600,4623109,4530703,4771704,3314712,3314711,4930202",MT,131,Parceiros,1,1,0,1,1,0
466628,AGRO GEO SYSTEM,15060691,1,96,3314711,"3313999,7490199,7731400,4789099,4757100",RS,8685,Parceiros,0,0,0,1,0,0
466687,,13563680,11,75,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9193,Parceiros,1,1,0,0,0,0
466830,AGRICASE,5444853,12,99,4661300,"4520001,4530703,4619200,4662100,4732600,7490104,7731400,7732201",PR,7569,Parceiros,1,0,0,0,0,1
466893,PINESSO MAQUINAS,1113855,5,15,4661300,"4511104,4669999,4530701,4530702,4520001,4681805,4789002,4683400,4520002,4614100,4612500,3314712",MT,9925,Parceiros,1,1,0,0,1,0
467065,MAXXICASE,5380321,6,97,4661300,"4662100,4732600,4744001,4781400,4729699,2950600,3314711,4614100,4530705,7731400,7719599",MT,9047,Parceiros,1,0,0,1,0,0
467751,TCR AGRONEGOCIOS,13142073,1,60,4661300,"4789099,0161099,3312102",MT,9937,Parceiros,1,0,0,0,0,0
468289,,54718481,3,66,4661300,"3314712,3314711,7490104,4732600,4530705,4512901,4782201,4781400",SP,6929,Parceiros,1,0,0,1,1,0
468606,NEWAGRO AUTOMACAO AGRICOLA,20742272,1,74,4661300,"4751201,3312102,9511800",MT,9925,Parceiros,1,0,0,0,0,0
468626,BTG PRODUTOS E SERVICOS,20800575,2,87,4661300,"0161003,3314711,3314712,4511102,4511103,4512901,4512902,4520001,4530701,4530702,4530703,4530704,4530705,4530706,4611700,4614100,4619200,4623108,4642701,4643501,4681805,4732600,4763601,4781400,4930201,4930202,4930204,7490104,7731400,8599604",MS,9157,Parceiros,1,0,1,1,1,1
468806,SHARK TRATORES,47390307,33,97,4661300,"3314711,4520001,4530701,4619200,4669999,4693100,4732600,7731400",SP,6875,Parceiros,1,0,0,1,0,1
469285,CASA DA LAVOURA,5054404,8,58,4771704,"4789099,4744001,4789004,4623106,4623101,4661300,4618499,7490103,4763604,4782202,4674500,4672900,4679601,4673700,4679699,4669901,4693100,4741500,4742300,4744003,4744004,4789005,4644302,4623109,4611700,4613300,4732600,4782201,4643501,4685100,4930201,4930202,3314711,3314713",RO,33,Parceiros,1,0,0,1,0,0
469374,UNAPEL MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA,27252043,2,0,4789099,"4661300,3314711,3314712,4614100,4681805,4732600",GO,9301,Parceiros,1,0,0,1,1,0
469867,PRECISIONAG SOLUCOES AGRICOLAS,36173271,1,96,7490103,"4612500,4614100,4661300,6311900,8219999",GO,9301,Parceiros,1,0,0,0,0,0
470576,DELTA,3695615,1,78,4652400,"3312102,4661300",BA,1112,Parceiros,1,0,0,0,0,0
470700,,18650374,1,18,4530703,"4511103,4511101,4530701,4661300,4520001,4520002,4930202,4614100",MG,5407,Parceiros,1,0,0,0,0,0
470790,C.VALE,77863223,10,6,4632001,"0161001,3314702,3314711,3314712,3314713,4530703,4622200,4623106,4623199,4661300,4683400,5211799,7490103,7490104",MT,9907,Parceiros,1,1,0,1,1,0
470818,,89800502,10,0,4789099,"2212900,3314711,3314712,4511101,4511102,4511103,4520001,4530701,4530703,4530705,4541204,4541206,4618499,4661300,4662100,4686902,4689399,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8507,Parceiros,1,0,0,1,1,0
470834,MATRIARCA,42047175,1,2,1111901,"0119908,0119999,0133409,0161099,0162899,0210101,1071600,1610203,1610204,1623400,1731100,2222600,2312500,4635403,4661300,4671100,4723700",BA,3437,Parceiros,1,0,0,0,0,0
470936,SOTRIMA,92028224,1,20,4789099,"4661300,4619200,4512901,3314712,3314711,0119999,7311400,6810202,7711000",RS,8801,Parceiros,1,0,0,1,1,1
471158,COAMO,75904383,14,46,4623199,"0141501,4622200,4623101,4623109,4661300,4683400,4692300,4732600,4771704,5211701,7490103",PR,7733,Parceiros,1,1,0,0,0,0
471441,MARKA VEICULOS LTDA,53165106,9,69,4511104,"4661300,4511102,4511106,4520001,4520002,4520007,4530701,4530703,4669999,4789099",SP,6607,Parceiros,1,0,0,0,0,0
472753,START AGRONEGOCIOS,26724699,1,26,4752100,"0161003,0161099,4530703,4611700,4618499,4683400,6204000,7119701",MS,9803,Parceiros,0,1,0,0,0,0
473029,TRANSPORTES AGOSTINETTO,6061072,1,25,3811400,"4683400,4930202",RS,8835,Parceiros,0,1,0,0,0,0
473073,,20366290,1,7,4789099,"4614100,4683400,4930202,7490103",MG,5385,Parceiros,0,1,0,0,0,0
473301,FUTURA AGRICULTURE,6982863,1,98,4614100,"4771704,4683400,4789099,7490103",MT,9151,Parceiros,0,1,0,0,0,0
473700,UNIDADE ITAQUIRAI,3902129,18,21,4622200,"4623199,4683400,5211701,5211799,7490103",MS,9807,Parceiros,0,1,0,0,0,0
473901,AGROPECUARIA CATARATAS,18200245,4,70,115600,"0111302,0111301,0151201,0151202,0151203,0152102,0152103,4622200,4632001,4623199,4623109,4683400,4623108,4692300,4623101,0141501,4611700,4930201,4930202,5211799,0161001,0161002,0161003,0161099,0163600",PR,7563,Parceiros,0,1,0,0,0,0
486334,,89800502,15,6,4789099,"2212900,3314711,3314712,4511101,4511102,4520001,4530703,4530705,4541204,4541206,4618499,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8863,Parceiros,0,0,0,1,1,0
486985,AGROWIEWS,37963442,1,43,7319002,"3314712,3314711",PR,7483,Parceiros,0,0,0,1,1,0
487107,,11492141,9,42,4530701,"3314710,3314711,3314712,3329599,4520001,4530702,4618499,4663000,7490104,7739099",RS,8591,Parceiros,0,0,0,1,1,0
487480,JARAGUA BAHIA,3797765,1,92,4789099,"3314711,3314712,4732600,4930202",BA,1112,Parceiros,0,0,0,1,1,0
487541,HERBICAT,58613142,1,4,2833000,"2832100,3321000,4614100,7490103,7731400,3314711",SP,6323,Parceiros,0,0,0,1,0,0
487555,MODULO TRATORES E IMPLEMENTOS LTDA,7817107,1,76,4789099,"3314712,3314711,7490104,4614100",BA,3965,Parceiros,0,0,0,1,1,0
487580,,85304772,1,70,4530703,"3314711,4930202",SC,8093,Parceiros,0,0,0,1,0,0
487805,,985004,4,19,4662100,"4663000,4614100,7732201,3314711",ES,5663,Parceiros,0,0,0,1,0,0
487824,CAMPAGRO REPRESENTACAO COMERCIAL,15286995,1,76,4614100,3314711,SP,6875,Parceiros,0,0,0,1,0,0
488047,,21473668,1,26,4789099,"3314711,4614100",RS,8531,Parceiros,0,0,0,1,0,0
493704,DBG LOGISTICA E TRANSPORTE,72472509,1,48,4729699,"4619200,4930202",MS,9073,Parceiros,0,0,0,0,0,1
494174,,9053646,1,1,1931400,"0113000,0161099,1111901,1111902,2052500,2062200,3511501,4619200,5211799,6463800,7490104",PB,1961,Parceiros,0,0,0,0,0,1
